variable,species,value,clade_species,clade_variable
Rs4237__Rhinolophus_sinicus,RsSHC014__Rhinolophus_sinicus,81,1,2
Rs4237__Rhinolophus_sinicus,RsSHC014__Rhinolophus_sinicus,81,1,2
Rs4237__Rhinolophus_sinicus,PRD-0038__Rhinolophus,79,3,2
Rs4237__Rhinolophus_sinicus,PRD-0038__Rhinolophus,79,3,2
Rs4237__Rhinolophus_sinicus,Shaanxi2011__Rhinolophus_pusillus,10,2,2
Rs4237__Rhinolophus_sinicus,Shaanxi2011__Rhinolophus_pusillus,10,2,2
Rs4237__Rhinolophus_sinicus,WIV1__Rhinolophus_sinicus,77,1,2
Rs4237__Rhinolophus_sinicus,WIV1__Rhinolophus_sinicus,77,1,2
Rs4237__Rhinolophus_sinicus,Rs806/2006__Rhinolophus_sinicus,14,2,2
Rs4237__Rhinolophus_sinicus,Rs806/2006__Rhinolophus_sinicus,14,2,2
Rs4237__Rhinolophus_sinicus,BtKY72__Rhinolophus,79,3,2
Rs4237__Rhinolophus_sinicus,BtKY72__Rhinolophus,79,3,2
Rs4237__Rhinolophus_sinicus,Rs4237__Rhinolophus_sinicus,0,2,2
Rs4237__Rhinolophus_sinicus,Rs4237__Rhinolophus_sinicus,0,2,2
Rs4237__Rhinolophus_sinicus,Rs4084__Rhinolophus_sinicus,82,1,2
Rs4237__Rhinolophus_sinicus,Rs4084__Rhinolophus_sinicus,82,1,2
Rs4237__Rhinolophus_sinicus,YN2013__Rhinolophus_sinicus,19,2,2
Rs4237__Rhinolophus_sinicus,YN2013__Rhinolophus_sinicus,19,2,2
Rs4237__Rhinolophus_sinicus,Rf1__Rhinolophus_ferrumequium,22,2,2
Rs4237__Rhinolophus_sinicus,Rf1__Rhinolophus_ferrumequium,22,2,2
Rs4237__Rhinolophus_sinicus,JL2012__Rhinolophus_ferrumequinum,25,2,2
Rs4237__Rhinolophus_sinicus,JL2012__Rhinolophus_ferrumequinum,25,2,2
Rs4237__Rhinolophus_sinicus,RaTG13__Rhinolophus_affinis,80,1,2
Rs4237__Rhinolophus_sinicus,RaTG13__Rhinolophus_affinis,80,1,2
Rs4237__Rhinolophus_sinicus,HuB2013__Rhinolophus_sinicus,15,2,2
Rs4237__Rhinolophus_sinicus,HuB2013__Rhinolophus_sinicus,15,2,2
Rs4237__Rhinolophus_sinicus,Rf4092__Rhinolophus_ferrumequium,24,2,2
Rs4237__Rhinolophus_sinicus,Rf4092__Rhinolophus_ferrumequium,24,2,2
Rs4237__Rhinolophus_sinicus,SARS_CoV__Homo_sapiens,80,1,2
Rs4237__Rhinolophus_sinicus,SARS_CoV__Homo_sapiens,80,1,2
Rs4237__Rhinolophus_sinicus,ZXC21__Rhinolophus_sinicus,21,2,2
Rs4237__Rhinolophus_sinicus,ZXC21__Rhinolophus_sinicus,21,2,2
Rs4237__Rhinolophus_sinicus,Khosta2__Rhinolophus_hipposideros,88,3,2
Rs4237__Rhinolophus_sinicus,Khosta2__Rhinolophus_hipposideros,88,3,2
Rs4237__Rhinolophus_sinicus,Khosta1__Rhinolophus_ferrumequinum,77,3,2
Rs4237__Rhinolophus_sinicus,Khosta1__Rhinolophus_ferrumequinum,77,3,2
Rs4237__Rhinolophus_sinicus,HeB2013__Rhinolophus_ferrumequium,22,2,2
Rs4237__Rhinolophus_sinicus,HeB2013__Rhinolophus_ferrumequium,22,2,2
Rs4237__Rhinolophus_sinicus,RhGB01__Rhinolophus_hipposideros,85,3,2
Rs4237__Rhinolophus_sinicus,RhGB01__Rhinolophus_hipposideros,85,3,2
Rs7327__Rhinolophus_sinicus,YN2013__Rhinolophus_sinicus,81,2,1
Rs7327__Rhinolophus_sinicus,RsSHC014__Rhinolophus_sinicus,33,1,1
Rs7327__Rhinolophus_sinicus,Rs7327__Rhinolophus_sinicus,0,1,1
Rs7327__Rhinolophus_sinicus,HuB2013__Rhinolophus_sinicus,79,2,1
Rs7327__Rhinolophus_sinicus,Rs4231__Rhinolophus_sinicus,33,1,1
Rs7327__Rhinolophus_sinicus,Rf4092__Rhinolophus_ferrumequium,79,2,1
Rs7327__Rhinolophus_sinicus,ZXC21__Rhinolophus_sinicus,81,2,1
Rs7327__Rhinolophus_sinicus,SARS_CoV-2__Homo_sapiens,56,1,1
Rs7327__Rhinolophus_sinicus,Rp3__Rhinolophus_pearsonii,80,2,1
Rs7327__Rhinolophus_sinicus,BtKY72__Rhinolophus,56,3,1
Rs7327__Rhinolophus_sinicus,Rs4081__Rhinolophus_sinicus,80,2,1
Rs7327__Rhinolophus_sinicus,RhGB01__Rhinolophus_hipposideros,70,3,1
Rs7327__Rhinolophus_sinicus,Khosta2__Rhinolophus_hipposideros,63,3,1
Rs7327__Rhinolophus_sinicus,Khosta1__Rhinolophus_ferrumequinum,55,3,1
Rs7327__Rhinolophus_sinicus,Shaanxi2011__Rhinolophus_pusillus,77,2,1
Rs7327__Rhinolophus_sinicus,JL2012__Rhinolophus_ferrumequinum,81,2,1
Rs7327__Rhinolophus_sinicus,BB9904__Rhinolophus_euryale,70,3,1
Rs7327__Rhinolophus_sinicus,Rs4237__Rhinolophus_sinicus,79,2,1
Rs7327__Rhinolophus_sinicus,BM48-31__Rhinolophus_blasii,61,3,1
Rs7327__Rhinolophus_sinicus,RaTG15__Rhinolophus_affinis,68,1,1
Rs7327__Rhinolophus_sinicus,Rs4084__Rhinolophus_sinicus,34,1,1
Rs7327__Rhinolophus_sinicus,RaTG13__Rhinolophus_affinis,55,1,1
Rs7327__Rhinolophus_sinicus,HeB2013__Rhinolophus_ferrumequium,78,2,1
Rs7327__Rhinolophus_sinicus,PRD-2386__Rhinolophus,56,3,1
Rs7327__Rhinolophus_sinicus,PRD-0038__Rhinolophus,56,3,1
Rs7327__Rhinolophus_sinicus,Rf1__Rhinolophus_ferrumequium,78,2,1
Rs7327__Rhinolophus_sinicus,LYRa11__Rhinolophus_affinis,6,1,1
Rs7327__Rhinolophus_sinicus,SARS_CoV__Homo_sapiens,10,1,1
Rs7327__Rhinolophus_sinicus,WIV1__Rhinolophus_sinicus,4,1,1
Rs7327__Rhinolophus_sinicus,Rs806/2006__Rhinolophus_sinicus,79,2,1
Rs7327__Rhinolophus_sinicus,Rs4237__Rhinolophus_sinicus,79,2,1
Rs806/2006__Rhinolophus_sinicus,SARS_CoV__Homo_sapiens,81,1,2
Rs806/2006__Rhinolophus_sinicus,Rs7327__Rhinolophus_sinicus,79,1,2
Rs806/2006__Rhinolophus_sinicus,ZXC21__Rhinolophus_sinicus,19,2,2
Rs806/2006__Rhinolophus_sinicus,Rs806/2006__Rhinolophus_sinicus,0,2,2
Rs806/2006__Rhinolophus_sinicus,PRD-0038__Rhinolophus,78,3,2
Rs806/2006__Rhinolophus_sinicus,Rs4084__Rhinolophus_sinicus,80,1,2
Rs806/2006__Rhinolophus_sinicus,HuB2013__Rhinolophus_sinicus,8,2,2
Rs806/2006__Rhinolophus_sinicus,RhGB01__Rhinolophus_hipposideros,87,3,2
Rs806/2006__Rhinolophus_sinicus,BB9904__Rhinolophus_euryale,83,3,2
Rs806/2006__Rhinolophus_sinicus,Khosta2__Rhinolophus_hipposideros,87,3,2
Rs806/2006__Rhinolophus_sinicus,Rf4092__Rhinolophus_ferrumequium,22,2,2
Rs806/2006__Rhinolophus_sinicus,Khosta1__Rhinolophus_ferrumequinum,78,3,2
Rs806/2006__Rhinolophus_sinicus,RaTG15__Rhinolophus_affinis,79,1,2
Rs806/2006__Rhinolophus_sinicus,SARS_CoV-2__Homo_sapiens,78,1,2
Rs806/2006__Rhinolophus_sinicus,Rp3__Rhinolophus_pearsonii,9,2,2
Rs806/2006__Rhinolophus_sinicus,Rf1__Rhinolophus_ferrumequium,22,2,2
Rs806/2006__Rhinolophus_sinicus,Rs4237__Rhinolophus_sinicus,14,2,2
Rs806/2006__Rhinolophus_sinicus,RsSHC014__Rhinolophus_sinicus,79,1,2
Rs806/2006__Rhinolophus_sinicus,JL2012__Rhinolophus_ferrumequinum,25,2,2
Rs806/2006__Rhinolophus_sinicus,RaTG13__Rhinolophus_affinis,78,1,2
Rs806/2006__Rhinolophus_sinicus,BM48-31__Rhinolophus_blasii,84,3,2
Rs806/2006__Rhinolophus_sinicus,HeB2013__Rhinolophus_ferrumequium,23,2,2
Rs806/2006__Rhinolophus_sinicus,LYRa11__Rhinolophus_affinis,79,1,2
Rs806/2006__Rhinolophus_sinicus,Shaanxi2011__Rhinolophus_pusillus,14,2,2
Rs806/2006__Rhinolophus_sinicus,PRD-2386__Rhinolophus,77,3,2
Rs806/2006__Rhinolophus_sinicus,YN2013__Rhinolophus_sinicus,20,2,2
Rs806/2006__Rhinolophus_sinicus,Rs4231__Rhinolophus_sinicus,79,1,2
Rs806/2006__Rhinolophus_sinicus,WIV1__Rhinolophus_sinicus,78,1,2
Rs806/2006__Rhinolophus_sinicus,BtKY72__Rhinolophus,78,3,2
Rs806/2006__Rhinolophus_sinicus,Rs4237__Rhinolophus_sinicus,14,2,2
Rs806/2006__Rhinolophus_sinicus,Rs4081__Rhinolophus_sinicus,14,2,2
RsSHC014__Rhinolophus_sinicus,ZXC21__Rhinolophus_sinicus,82,2,1
RsSHC014__Rhinolophus_sinicus,Shaanxi2011__Rhinolophus_pusillus,79,2,1
RsSHC014__Rhinolophus_sinicus,Rf4092__Rhinolophus_ferrumequium,79,2,1
RsSHC014__Rhinolophus_sinicus,YN2013__Rhinolophus_sinicus,83,2,1
RsSHC014__Rhinolophus_sinicus,RhGB01__Rhinolophus_hipposideros,73,3,1
RsSHC014__Rhinolophus_sinicus,LYRa11__Rhinolophus_affinis,37,1,1
RsSHC014__Rhinolophus_sinicus,BM48-31__Rhinolophus_blasii,59,3,1
RsSHC014__Rhinolophus_sinicus,WIV1__Rhinolophus_sinicus,35,1,1
RsSHC014__Rhinolophus_sinicus,Khosta1__Rhinolophus_ferrumequinum,58,3,1
RsSHC014__Rhinolophus_sinicus,Rf1__Rhinolophus_ferrumequium,79,2,1
RsSHC014__Rhinolophus_sinicus,Rs7327__Rhinolophus_sinicus,33,1,1
RsSHC014__Rhinolophus_sinicus,RaTG15__Rhinolophus_affinis,68,1,1
RsSHC014__Rhinolophus_sinicus,RaTG13__Rhinolophus_affinis,54,1,1
RsSHC014__Rhinolophus_sinicus,Rp3__Rhinolophus_pearsonii,80,2,1
RsSHC014__Rhinolophus_sinicus,Rs4231__Rhinolophus_sinicus,1,1,1
RsSHC014__Rhinolophus_sinicus,PRD-2386__Rhinolophus,54,3,1
RsSHC014__Rhinolophus_sinicus,Rs806/2006__Rhinolophus_sinicus,79,2,1
RsSHC014__Rhinolophus_sinicus,HeB2013__Rhinolophus_ferrumequium,79,2,1
RsSHC014__Rhinolophus_sinicus,JL2012__Rhinolophus_ferrumequinum,82,2,1
RsSHC014__Rhinolophus_sinicus,Rs4237__Rhinolophus_sinicus,81,2,1
RsSHC014__Rhinolophus_sinicus,SARS_CoV__Homo_sapiens,40,1,1
RsSHC014__Rhinolophus_sinicus,Rs4237__Rhinolophus_sinicus,81,2,1
RsSHC014__Rhinolophus_sinicus,RsSHC014__Rhinolophus_sinicus,0,1,1
RsSHC014__Rhinolophus_sinicus,BtKY72__Rhinolophus,55,3,1
RsSHC014__Rhinolophus_sinicus,PRD-0038__Rhinolophus,54,3,1
RsSHC014__Rhinolophus_sinicus,BB9904__Rhinolophus_euryale,69,3,1
RsSHC014__Rhinolophus_sinicus,Rs4081__Rhinolophus_sinicus,82,2,1
RsSHC014__Rhinolophus_sinicus,Khosta2__Rhinolophus_hipposideros,68,3,1
RsSHC014__Rhinolophus_sinicus,SARS_CoV-2__Homo_sapiens,54,1,1
RsSHC014__Rhinolophus_sinicus,Rs4084__Rhinolophus_sinicus,1,1,1
RsSHC014__Rhinolophus_sinicus,HuB2013__Rhinolophus_sinicus,79,2,1
SARS_CoV__Homo_sapiens,LYRa11__Rhinolophus_affinis,13,1,1
SARS_CoV__Homo_sapiens,BB9904__Rhinolophus_euryale,72,3,1
SARS_CoV__Homo_sapiens,Rf1__Rhinolophus_ferrumequium,80,2,1
SARS_CoV__Homo_sapiens,Rs4237__Rhinolophus_sinicus,80,2,1
SARS_CoV__Homo_sapiens,BtKY72__Rhinolophus,58,3,1
SARS_CoV__Homo_sapiens,Khosta2__Rhinolophus_hipposideros,64,3,1
SARS_CoV__Homo_sapiens,Rs7327__Rhinolophus_sinicus,10,1,1
SARS_CoV__Homo_sapiens,Rs4237__Rhinolophus_sinicus,80,2,1
SARS_CoV__Homo_sapiens,Rs4084__Rhinolophus_sinicus,41,1,1
SARS_CoV__Homo_sapiens,RhGB01__Rhinolophus_hipposideros,73,3,1
SARS_CoV__Homo_sapiens,JL2012__Rhinolophus_ferrumequinum,81,2,1
SARS_CoV__Homo_sapiens,RaTG15__Rhinolophus_affinis,70,1,1
SARS_CoV__Homo_sapiens,ZXC21__Rhinolophus_sinicus,82,2,1
SARS_CoV__Homo_sapiens,HeB2013__Rhinolophus_ferrumequium,80,2,1
SARS_CoV__Homo_sapiens,Rf4092__Rhinolophus_ferrumequium,79,2,1
SARS_CoV__Homo_sapiens,HuB2013__Rhinolophus_sinicus,81,2,1
SARS_CoV__Homo_sapiens,SARS_CoV-2__Homo_sapiens,60,1,1
SARS_CoV__Homo_sapiens,PRD-0038__Rhinolophus,57,3,1
SARS_CoV__Homo_sapiens,BM48-31__Rhinolophus_blasii,63,3,1
SARS_CoV__Homo_sapiens,Rs806/2006__Rhinolophus_sinicus,81,2,1
SARS_CoV__Homo_sapiens,RaTG13__Rhinolophus_affinis,56,1,1
SARS_CoV__Homo_sapiens,RsSHC014__Rhinolophus_sinicus,40,1,1
SARS_CoV__Homo_sapiens,Shaanxi2011__Rhinolophus_pusillus,78,2,1
SARS_CoV__Homo_sapiens,YN2013__Rhinolophus_sinicus,82,2,1
SARS_CoV__Homo_sapiens,Khosta1__Rhinolophus_ferrumequinum,58,3,1
SARS_CoV__Homo_sapiens,WIV1__Rhinolophus_sinicus,12,1,1
SARS_CoV__Homo_sapiens,Rp3__Rhinolophus_pearsonii,81,2,1
SARS_CoV__Homo_sapiens,Rs4231__Rhinolophus_sinicus,40,1,1
SARS_CoV__Homo_sapiens,SARS_CoV__Homo_sapiens,0,1,1
SARS_CoV__Homo_sapiens,Rs4081__Rhinolophus_sinicus,81,2,1
SARS_CoV__Homo_sapiens,PRD-2386__Rhinolophus,58,3,1
SARS_CoV-2__Homo_sapiens,HeB2013__Rhinolophus_ferrumequium,79,2,1
SARS_CoV-2__Homo_sapiens,ZXC21__Rhinolophus_sinicus,77,2,1
SARS_CoV-2__Homo_sapiens,Rp3__Rhinolophus_pearsonii,79,2,1
SARS_CoV-2__Homo_sapiens,Rs4081__Rhinolophus_sinicus,81,2,1
SARS_CoV-2__Homo_sapiens,Khosta2__Rhinolophus_hipposideros,72,3,1
SARS_CoV-2__Homo_sapiens,RaTG13__Rhinolophus_affinis,22,1,1
SARS_CoV-2__Homo_sapiens,Rs4237__Rhinolophus_sinicus,80,2,1
SARS_CoV-2__Homo_sapiens,BM48-31__Rhinolophus_blasii,66,3,1
SARS_CoV-2__Homo_sapiens,BtKY72__Rhinolophus,60,3,1
SARS_CoV-2__Homo_sapiens,Rs7327__Rhinolophus_sinicus,56,1,1
SARS_CoV-2__Homo_sapiens,HuB2013__Rhinolophus_sinicus,78,2,1
SARS_CoV-2__Homo_sapiens,Rs806/2006__Rhinolophus_sinicus,78,2,1
SARS_CoV-2__Homo_sapiens,Rs4231__Rhinolophus_sinicus,54,1,1
SARS_CoV-2__Homo_sapiens,RaTG15__Rhinolophus_affinis,64,1,1
SARS_CoV-2__Homo_sapiens,JL2012__Rhinolophus_ferrumequinum,80,2,1
SARS_CoV-2__Homo_sapiens,SARS_CoV-2__Homo_sapiens,0,1,1
SARS_CoV-2__Homo_sapiens,Rf1__Rhinolophus_ferrumequium,79,2,1
SARS_CoV-2__Homo_sapiens,BB9904__Rhinolophus_euryale,75,3,1
SARS_CoV-2__Homo_sapiens,Khosta1__Rhinolophus_ferrumequinum,65,3,1
SARS_CoV-2__Homo_sapiens,RsSHC014__Rhinolophus_sinicus,54,1,1
SARS_CoV-2__Homo_sapiens,SARS_CoV__Homo_sapiens,60,1,1
SARS_CoV-2__Homo_sapiens,Shaanxi2011__Rhinolophus_pusillus,77,2,1
SARS_CoV-2__Homo_sapiens,Rs4237__Rhinolophus_sinicus,80,2,1
SARS_CoV-2__Homo_sapiens,Rf4092__Rhinolophus_ferrumequium,77,2,1
SARS_CoV-2__Homo_sapiens,RhGB01__Rhinolophus_hipposideros,74,3,1
SARS_CoV-2__Homo_sapiens,PRD-2386__Rhinolophus,59,3,1
SARS_CoV-2__Homo_sapiens,LYRa11__Rhinolophus_affinis,59,1,1
SARS_CoV-2__Homo_sapiens,YN2013__Rhinolophus_sinicus,82,2,1
SARS_CoV-2__Homo_sapiens,WIV1__Rhinolophus_sinicus,55,1,1
SARS_CoV-2__Homo_sapiens,Rs4084__Rhinolophus_sinicus,55,1,1
SARS_CoV-2__Homo_sapiens,PRD-0038__Rhinolophus,59,3,1
Shaanxi2011__Rhinolophus_pusillus,YN2013__Rhinolophus_sinicus,17,2,2
Shaanxi2011__Rhinolophus_pusillus,Khosta2__Rhinolophus_hipposideros,86,3,2
Shaanxi2011__Rhinolophus_pusillus,Rs7327__Rhinolophus_sinicus,77,1,2
Shaanxi2011__Rhinolophus_pusillus,Rs4081__Rhinolophus_sinicus,11,2,2
Shaanxi2011__Rhinolophus_pusillus,PRD-2386__Rhinolophus,78,3,2
Shaanxi2011__Rhinolophus_pusillus,Rf4092__Rhinolophus_ferrumequium,21,2,2
Shaanxi2011__Rhinolophus_pusillus,Rs4231__Rhinolophus_sinicus,79,1,2
Shaanxi2011__Rhinolophus_pusillus,BtKY72__Rhinolophus,79,3,2
Shaanxi2011__Rhinolophus_pusillus,SARS_CoV-2__Homo_sapiens,77,1,2
Shaanxi2011__Rhinolophus_pusillus,BM48-31__Rhinolophus_blasii,81,3,2
Shaanxi2011__Rhinolophus_pusillus,RaTG15__Rhinolophus_affinis,76,1,2
Shaanxi2011__Rhinolophus_pusillus,ZXC21__Rhinolophus_sinicus,21,2,2
Shaanxi2011__Rhinolophus_pusillus,HeB2013__Rhinolophus_ferrumequium,21,2,2
Shaanxi2011__Rhinolophus_pusillus,Rp3__Rhinolophus_pearsonii,9,2,2
Shaanxi2011__Rhinolophus_pusillus,Rs4084__Rhinolophus_sinicus,80,1,2
Shaanxi2011__Rhinolophus_pusillus,Rf1__Rhinolophus_ferrumequium,21,2,2
Shaanxi2011__Rhinolophus_pusillus,LYRa11__Rhinolophus_affinis,76,1,2
Shaanxi2011__Rhinolophus_pusillus,Rs4237__Rhinolophus_sinicus,10,2,2
Shaanxi2011__Rhinolophus_pusillus,Rs806/2006__Rhinolophus_sinicus,14,2,2
Shaanxi2011__Rhinolophus_pusillus,Khosta1__Rhinolophus_ferrumequinum,77,3,2
Shaanxi2011__Rhinolophus_pusillus,Shaanxi2011__Rhinolophus_pusillus,0,2,2
Shaanxi2011__Rhinolophus_pusillus,WIV1__Rhinolophus_sinicus,75,1,2
Shaanxi2011__Rhinolophus_pusillus,HuB2013__Rhinolophus_sinicus,15,2,2
Shaanxi2011__Rhinolophus_pusillus,RsSHC014__Rhinolophus_sinicus,79,1,2
Shaanxi2011__Rhinolophus_pusillus,BB9904__Rhinolophus_euryale,80,3,2
Shaanxi2011__Rhinolophus_pusillus,Rs4237__Rhinolophus_sinicus,10,2,2
Shaanxi2011__Rhinolophus_pusillus,SARS_CoV__Homo_sapiens,78,1,2
Shaanxi2011__Rhinolophus_pusillus,JL2012__Rhinolophus_ferrumequinum,24,2,2
Shaanxi2011__Rhinolophus_pusillus,RaTG13__Rhinolophus_affinis,77,1,2
Shaanxi2011__Rhinolophus_pusillus,PRD-0038__Rhinolophus,79,3,2
Shaanxi2011__Rhinolophus_pusillus,RhGB01__Rhinolophus_hipposideros,85,3,2
WIV1__Rhinolophus_sinicus,JL2012__Rhinolophus_ferrumequinum,81,2,1
WIV1__Rhinolophus_sinicus,PRD-0038__Rhinolophus,54,3,1
WIV1__Rhinolophus_sinicus,SARS_CoV-2__Homo_sapiens,55,1,1
WIV1__Rhinolophus_sinicus,PRD-2386__Rhinolophus,54,3,1
WIV1__Rhinolophus_sinicus,Khosta2__Rhinolophus_hipposideros,63,3,1
WIV1__Rhinolophus_sinicus,Rs806/2006__Rhinolophus_sinicus,78,2,1
WIV1__Rhinolophus_sinicus,Khosta1__Rhinolophus_ferrumequinum,54,3,1
WIV1__Rhinolophus_sinicus,Rs4237__Rhinolophus_sinicus,77,2,1
WIV1__Rhinolophus_sinicus,SARS_CoV__Homo_sapiens,12,1,1
WIV1__Rhinolophus_sinicus,Rs7327__Rhinolophus_sinicus,4,1,1
WIV1__Rhinolophus_sinicus,BB9904__Rhinolophus_euryale,69,3,1
WIV1__Rhinolophus_sinicus,HuB2013__Rhinolophus_sinicus,78,2,1
WIV1__Rhinolophus_sinicus,Rs4084__Rhinolophus_sinicus,36,1,1
WIV1__Rhinolophus_sinicus,Rs4231__Rhinolophus_sinicus,35,1,1
WIV1__Rhinolophus_sinicus,Rs4237__Rhinolophus_sinicus,77,2,1
WIV1__Rhinolophus_sinicus,RaTG13__Rhinolophus_affinis,53,1,1
WIV1__Rhinolophus_sinicus,ZXC21__Rhinolophus_sinicus,80,2,1
WIV1__Rhinolophus_sinicus,WIV1__Rhinolophus_sinicus,0,1,1
WIV1__Rhinolophus_sinicus,BM48-31__Rhinolophus_blasii,60,3,1
WIV1__Rhinolophus_sinicus,LYRa11__Rhinolophus_affinis,8,1,1
WIV1__Rhinolophus_sinicus,Rp3__Rhinolophus_pearsonii,78,2,1
WIV1__Rhinolophus_sinicus,RhGB01__Rhinolophus_hipposideros,70,3,1
WIV1__Rhinolophus_sinicus,BtKY72__Rhinolophus,56,3,1
WIV1__Rhinolophus_sinicus,RaTG15__Rhinolophus_affinis,67,1,1
WIV1__Rhinolophus_sinicus,Shaanxi2011__Rhinolophus_pusillus,75,2,1
WIV1__Rhinolophus_sinicus,Rf4092__Rhinolophus_ferrumequium,78,2,1
WIV1__Rhinolophus_sinicus,RsSHC014__Rhinolophus_sinicus,35,1,1
WIV1__Rhinolophus_sinicus,YN2013__Rhinolophus_sinicus,80,2,1
WIV1__Rhinolophus_sinicus,Rs4081__Rhinolophus_sinicus,78,2,1
WIV1__Rhinolophus_sinicus,Rf1__Rhinolophus_ferrumequium,77,2,1
WIV1__Rhinolophus_sinicus,HeB2013__Rhinolophus_ferrumequium,77,2,1
YN2013__Rhinolophus_sinicus,Rs4084__Rhinolophus_sinicus,84,1,2
YN2013__Rhinolophus_sinicus,SARS_CoV-2__Homo_sapiens,82,1,2
YN2013__Rhinolophus_sinicus,Rf4092__Rhinolophus_ferrumequium,16,2,2
YN2013__Rhinolophus_sinicus,HeB2013__Rhinolophus_ferrumequium,18,2,2
YN2013__Rhinolophus_sinicus,RhGB01__Rhinolophus_hipposideros,90,3,2
YN2013__Rhinolophus_sinicus,RaTG15__Rhinolophus_affinis,82,1,2
YN2013__Rhinolophus_sinicus,Rf1__Rhinolophus_ferrumequium,17,2,2
YN2013__Rhinolophus_sinicus,PRD-2386__Rhinolophus,80,3,2
YN2013__Rhinolophus_sinicus,YN2013__Rhinolophus_sinicus,0,2,2
YN2013__Rhinolophus_sinicus,Rs7327__Rhinolophus_sinicus,81,1,2
YN2013__Rhinolophus_sinicus,Rs806/2006__Rhinolophus_sinicus,20,2,2
YN2013__Rhinolophus_sinicus,ZXC21__Rhinolophus_sinicus,19,2,2
YN2013__Rhinolophus_sinicus,Rs4237__Rhinolophus_sinicus,19,2,2
YN2013__Rhinolophus_sinicus,LYRa11__Rhinolophus_affinis,81,1,2
YN2013__Rhinolophus_sinicus,Rs4237__Rhinolophus_sinicus,19,2,2
YN2013__Rhinolophus_sinicus,JL2012__Rhinolophus_ferrumequinum,21,2,2
YN2013__Rhinolophus_sinicus,Rp3__Rhinolophus_pearsonii,19,2,2
YN2013__Rhinolophus_sinicus,HuB2013__Rhinolophus_sinicus,17,2,2
YN2013__Rhinolophus_sinicus,Rs4231__Rhinolophus_sinicus,83,1,2
YN2013__Rhinolophus_sinicus,Khosta2__Rhinolophus_hipposideros,91,3,2
YN2013__Rhinolophus_sinicus,RaTG13__Rhinolophus_affinis,84,1,2
YN2013__Rhinolophus_sinicus,BB9904__Rhinolophus_euryale,83,3,2
YN2013__Rhinolophus_sinicus,Rs4081__Rhinolophus_sinicus,18,2,2
YN2013__Rhinolophus_sinicus,WIV1__Rhinolophus_sinicus,80,1,2
YN2013__Rhinolophus_sinicus,RsSHC014__Rhinolophus_sinicus,83,1,2
YN2013__Rhinolophus_sinicus,Khosta1__Rhinolophus_ferrumequinum,79,3,2
YN2013__Rhinolophus_sinicus,BM48-31__Rhinolophus_blasii,84,3,2
YN2013__Rhinolophus_sinicus,PRD-0038__Rhinolophus,81,3,2
YN2013__Rhinolophus_sinicus,Shaanxi2011__Rhinolophus_pusillus,17,2,2
YN2013__Rhinolophus_sinicus,SARS_CoV__Homo_sapiens,82,1,2
YN2013__Rhinolophus_sinicus,BtKY72__Rhinolophus,81,3,2
ZXC21__Rhinolophus_sinicus,RaTG15__Rhinolophus_affinis,78,1,2
ZXC21__Rhinolophus_sinicus,SARS_CoV-2__Homo_sapiens,77,1,2
ZXC21__Rhinolophus_sinicus,Khosta2__Rhinolophus_hipposideros,91,3,2
ZXC21__Rhinolophus_sinicus,Rs4081__Rhinolophus_sinicus,21,2,2
ZXC21__Rhinolophus_sinicus,Rp3__Rhinolophus_pearsonii,19,2,2
ZXC21__Rhinolophus_sinicus,WIV1__Rhinolophus_sinicus,80,1,2
ZXC21__Rhinolophus_sinicus,PRD-2386__Rhinolophus,83,3,2
ZXC21__Rhinolophus_sinicus,HeB2013__Rhinolophus_ferrumequium,16,2,2
ZXC21__Rhinolophus_sinicus,Khosta1__Rhinolophus_ferrumequinum,82,3,2
ZXC21__Rhinolophus_sinicus,Rs4237__Rhinolophus_sinicus,21,2,2
ZXC21__Rhinolophus_sinicus,BB9904__Rhinolophus_euryale,86,3,2
ZXC21__Rhinolophus_sinicus,Rf4092__Rhinolophus_ferrumequium,15,2,2
ZXC21__Rhinolophus_sinicus,RaTG13__Rhinolophus_affinis,78,1,2
ZXC21__Rhinolophus_sinicus,BtKY72__Rhinolophus,84,3,2
ZXC21__Rhinolophus_sinicus,Rf1__Rhinolophus_ferrumequium,15,2,2
ZXC21__Rhinolophus_sinicus,BM48-31__Rhinolophus_blasii,84,3,2
ZXC21__Rhinolophus_sinicus,PRD-0038__Rhinolophus,84,3,2
ZXC21__Rhinolophus_sinicus,Rs806/2006__Rhinolophus_sinicus,19,2,2
ZXC21__Rhinolophus_sinicus,Rs4231__Rhinolophus_sinicus,82,1,2
ZXC21__Rhinolophus_sinicus,LYRa11__Rhinolophus_affinis,82,1,2
ZXC21__Rhinolophus_sinicus,Shaanxi2011__Rhinolophus_pusillus,21,2,2
ZXC21__Rhinolophus_sinicus,Rs4237__Rhinolophus_sinicus,21,2,2
ZXC21__Rhinolophus_sinicus,Rs4084__Rhinolophus_sinicus,83,1,2
ZXC21__Rhinolophus_sinicus,Rs7327__Rhinolophus_sinicus,81,1,2
ZXC21__Rhinolophus_sinicus,RsSHC014__Rhinolophus_sinicus,82,1,2
ZXC21__Rhinolophus_sinicus,JL2012__Rhinolophus_ferrumequinum,15,2,2
ZXC21__Rhinolophus_sinicus,YN2013__Rhinolophus_sinicus,19,2,2
ZXC21__Rhinolophus_sinicus,SARS_CoV__Homo_sapiens,82,1,2
ZXC21__Rhinolophus_sinicus,RhGB01__Rhinolophus_hipposideros,90,3,2
